frame_id,t_capture_ns,t_estimate_ns,t_control_ns,t_actuate_ns,cap_to_est_ms,est_to_ctrl_ms,ctrl_to_act_ms,total_ms
299,1186285624236,1186287967965,1186287969132,1186287985279,2.34373,0.001167,0.016147,2.36104
300,1186318930102,1186321357437,1186321358252,1186321373547,2.42733,0.000815,0.015295,2.44345
301,1186352265374,1186354637917,1186354639398,1186354658230,2.37254,0.001481,0.018832,2.39286
302,1186385604442,1186387953912,1186387954912,1186387969892,2.34947,0.001,0.01498,2.36545
303,1186418911512,1186421312942,1186421314275,1186421327459,2.40143,0.001333,0.013184,2.41595
304,1186452240377,1186454588218,1186454589606,1186454604291,2.34784,0.001388,0.014685,2.36391
305,1186485569298,1186487927138,1186487928119,1186487945266,2.35784,0.000981,0.017147,2.37597
306,1186518920272,1186521284297,1186521285500,1186521302259,2.36402,0.001203,0.016759,2.38199
307,1186552228324,1186554573868,1186554575257,1186554591219,2.34554,0.001389,0.015962,2.36289
308,1186585535857,1186587891845,1186587893419,1186587905289,2.35599,0.001574,0.01187,2.36943
309,1186618862963,1186621235320,1186621236450,1186621249523,2.37236,0.00113,0.013073,2.38656
310,1186652293210,1186654734377,1186654736433,1186654755950,2.44117,0.002056,0.019517,2.46274
311,1186685594632,1186687969952,1186687971693,1186687993543,2.37532,0.001741,0.02185,2.39891
312,1186718848187,1186721229840,1186721230988,1186721244154,2.38165,0.001148,0.013166,2.39597
313,1186752173219,1186754495747,1186754496635,1186754512857,2.32253,0.000888,0.016222,2.33964
314,1186785489789,1186787844036,1186787844962,1186787861831,2.35425,0.000926,0.016869,2.37204
315,1186818795171,1186821184676,1186821185675,1186821197119,2.38951,0.000999,0.011444,2.40195
316,1186852134774,1186854551072,1186854551868,1186854564053,2.4163,0.000796,0.012185,2.42928
317,1186885484467,1186887851769,1186887853306,1186887872712,2.3673,0.001537,0.019406,2.38824
318,1186918780609,1186921201815,1186921202908,1186921217666,2.42121,0.001093,0.014758,2.43706
319,1186952885845,1186955801443,1186955803461,1186955829459,2.9156,0.002018,0.025998,2.94361
320,1186985480016,1186987847392,1186987849595,1186987872816,2.36738,0.002203,0.023221,2.3928
321,1187018752956,1187021128868,1187021130109,1187021144775,2.37591,0.001241,0.014666,2.39182
322,1187052125648,1187054560834,1187054561927,1187054576704,2.43519,0.001093,0.014777,2.45106
323,1187085435586,1187087796073,1187087797147,1187087813924,2.36049,0.001074,0.016777,2.37834
324,1187118731376,1187121126046,1187121127565,1187121140101,2.39467,0.001519,0.012536,2.40873
325,1187152033999,1187154379136,1187154380228,1187154395079,2.34514,0.001092,0.014851,2.36108
326,1187185374786,1187187740607,1187187741458,1187187757291,2.36582,0.000851,0.015833,2.38251
327,1187218703093,1187221133835,1187221134835,1187221146056,2.43074,0.001,0.011221,2.44296
328,1187252033140,1187254465474,1187254466530,1187254479233,2.43233,0.001056,0.012703,2.44609
329,1187285334578,1187287700769,1187287701787,1187287717249,2.36619,0.001018,0.015462,2.38267
330,1187318671754,1187321104088,1187321105088,1187321120921,2.43233,0.001,0.015833,2.44917
331,1187351996135,1187354411063,1187354412211,1187354423562,2.41493,0.001148,0.011351,2.42743
332,1187385327904,1187387683114,1187387684114,1187387701668,2.35521,0.001,0.017554,2.37376
333,1187418645230,1187421047974,1187421049622,1187421081842,2.40274,0.001648,0.03222,2.43661
334,1187452019052,1187454440017,1187454441239,1187454454219,2.42096,0.001222,0.01298,2.43517
335,1187485347506,1187487739899,1187487741473,1187487758379,2.39239,0.001574,0.016906,2.41087
336,1187518625316,1187521010487,1187521011617,1187521029171,2.38517,0.00113,0.017554,2.40386
337,1187551938124,1187554301519,1187554302500,1187554319221,2.3634,0.000981,0.016721,2.3811
338,1187585249802,1187587614178,1187587615271,1187587629177,2.36438,0.001093,0.013906,2.37938
339,1187618590959,1187621006295,1187621007480,1187621023109,2.41534,0.001185,0.015629,2.43215
340,1187651982114,1187654449186,1187654451131,1187654467685,2.46707,0.001945,0.016554,2.48557
341,1187685283200,1187687704757,1187687706776,1187687725571,2.42156,0.002019,0.018795,2.44237
342,1187718566676,1187720972457,1187720973475,1187721006751,2.40578,0.001018,0.033276,2.44008
343,1187751881798,1187754271284,1187754272469,1187754289357,2.38949,0.001185,0.016888,2.40756
344,1187785207864,1187787564148,1187787565074,1187787580832,2.35628,0.000926,0.015758,2.37297
345,1187818523058,1187820958318,1187820959614,1187820973613,2.43526,0.001296,0.013999,2.45056
346,1187851885452,1187854367653,1187854368894,1187854381856,2.4822,0.001241,0.012962,2.4964
347,1187885232273,1187887622517,1187887624332,1187887644016,2.39024,0.001815,0.019684,2.41174
348,1187918512172,1187920908787,1187920910157,1187920924786,2.39662,0.00137,0.014629,2.41261
349,1187952720323,1187955637921,1187955639939,1187955663419,2.9176,0.002018,0.02348,2.9431
350,1187985227276,1187987616502,1187987618187,1187987633723,2.38923,0.001685,0.015536,2.40645
351,1188018503583,1188020890439,1188020891753,1188020907289,2.38686,0.001314,0.015536,2.40371
352,1188051819943,1188054211743,1188054212928,1188054230075,2.3918,0.001185,0.017147,2.41013
353,1188085137062,1188087675389,1188087676593,1188087691092,2.53833,0.001204,0.014499,2.55403
354,1188118462310,1188120885978,1188120887108,1188120901959,2.42367,0.00113,0.014851,2.43965
355,1188151770856,1188154127380,1188154128325,1188154143176,2.35652,0.000945,0.014851,2.37232
356,1188185129991,1188187485701,1188187487052,1188187502792,2.35571,0.001351,0.01574,2.3728
357,1188218430259,1188220869093,1188220870371,1188220883759,2.43883,0.001278,0.013388,2.4535
358,1188251800708,1188254185638,1188254187082,1188254210859,2.38493,0.001444,0.023777,2.41015
359,1188285100717,1188287663987,1188287665024,1188287679745,2.56327,0.001037,0.014721,2.57903
360,1188318425521,1188320861318,1188320862670,1188320875928,2.4358,0.001352,0.013258,2.45041
361,1188351737752,1188354101572,1188354102683,1188354144791,2.36382,0.001111,0.042108,2.40704
362,1188385077073,1188387435505,1188387436857,1188387453078,2.35843,0.001352,0.016221,2.37601
363,1188418373120,1188420792992,1188420794825,1188420810194,2.41987,0.001833,0.015369,2.43707
364,1188451699812,1188454082854,1188454083928,1188454096242,2.38304,0.001074,0.012314,2.39643
365,1188485030171,1188487402732,1188487403621,1188487418231,2.37256,0.000889,0.01461,2.38806
366,1188518396009,1188520812623,1188520813752,1188520827714,2.41661,0.001129,0.013962,2.43171
367,1188551676020,1188554037155,1188554038285,1188554053506,2.36113,0.00113,0.015221,2.37749
368,1188585013564,1188587373421,1188587374477,1188587390661,2.35986,0.001056,0.016184,2.3771
369,1188618348848,1188620715150,1188620716076,1188620729334,2.3663,0.000926,0.013258,2.38049
370,1188651760813,1188654193703,1188654195740,1188654211794,2.43289,0.002037,0.016054,2.45098
371,1188685058674,1188687463399,1188687465584,1188687483713,2.40473,0.002185,0.018129,2.42504
372,1188718324223,1188720695895,1188720697209,1188720709838,2.37167,0.001314,0.012629,2.38562
373,1188751628121,1188753998015,1188753998922,1188754013847,2.36989,0.000907,0.014925,2.38573
374,1188784960072,1188787309542,1188787310579,1188787327596,2.34947,0.001037,0.017017,2.36752
375,1188818276448,1188820660804,1188820661915,1188820675785,2.38436,0.001111,0.01387,2.39934
376,1188851604823,1188854008622,1188854009474,1188854064600,2.4038,0.000852,0.055126,2.45978
377,1188884986805,1188887362903,1188887364662,1188887381716,2.3761,0.001759,0.017054,2.39491
378,1188918271628,1188920662983,1188920664168,1188920677704,2.39135,0.001185,0.013536,2.40608
379,1188952312713,1188955488182,1188955490330,1188955513272,3.17547,0.002148,0.022942,3.20056
380,1188984983188,1188987329510,1188987331454,1188987352823,2.34632,0.001944,0.021369,2.36964
381,1189018237420,1189020610999,1189020612610,1189020629590,2.37358,0.001611,0.01698,2.39217
382,1189051598274,1189053995425,1189053996888,1189054012146,2.39715,0.001463,0.015258,2.41387
383,1189084889374,1189087319263,1189087320226,1189087333336,2.42989,0.000963,0.01311,2.44396
384,1189118188824,1189120594290,1189120595401,1189120610456,2.40547,0.001111,0.015055,2.42163
385,1189151510237,1189153903759,1189153904888,1189153919091,2.39352,0.001129,0.014203,2.40885
386,1189184858462,1189187229263,1189187230319,1189187246225,2.3708,0.001056,0.015906,2.38776
387,1189218162116,1189220556416,1189220557564,1189220591451,2.3943,0.001148,0.033887,2.42934
388,1189251490584,1189253856811,1189253857793,1189253872625,2.36623,0.000982,0.014832,2.38204
389,1189284816885,1189287201648,1189287202685,1189287215017,2.38476,0.001037,0.012332,2.39813
390,1189318136038,1189320544670,1189320545781,1189320558706,2.40863,0.001111,0.012925,2.42267
391,1189351492188,1189353921745,1189353922800,1189353937799,2.42956,0.001055,0.014999,2.44561
392,1189384801935,1189387205808,1189387207049,1189387223103,2.40387,0.001241,0.016054,2.42117
393,1189418114440,1189420480612,1189420482464,1189420499889,2.36617,0.001852,0.017425,2.38545
394,1189451469850,1189453902351,1189453903444,1189453919109,2.4325,0.001093,0.015665,2.44926
395,1189484785670,1189487150398,1189487151713,1189487164323,2.36473,0.001315,0.01261,2.37865
396,1189518082862,1189520540009,1189520541435,1189520553879,2.45715,0.001426,0.012444,2.47102
397,1189551399645,1189553751818,1189553753059,1189553767169,2.35217,0.001241,0.01411,2.36752
398,1189584728279,1189587089248,1189587090637,1189587104136,2.36097,0.001389,0.013499,2.37586
399,1189618051303,1189620417826,1189620419141,1189620432436,2.36652,0.001315,0.013295,2.38113
400,1189651459227,1189653870896,1189653872655,1189653895246,2.41167,0.001759,0.022591,2.43602
401,1189684746012,1189687115240,1189687116462,1189687132553,2.36923,0.001222,0.016091,2.38654
402,1189718035038,1189720568865,1189720569976,1189720582383,2.53383,0.001111,0.012407,2.54734
403,1189751450092,1189753835281,1189753836281,1189753853743,2.38519,0.001,0.017462,2.40365
404,1189784739451,1189787143472,1189787145694,1189787166008,2.40402,0.002222,0.020314,2.42656
405,1189818028178,1189820385517,1189820386943,1189820400775,2.35734,0.001426,0.013832,2.3726
406,1189851380086,1189853760738,1189853761645,1189853777496,2.38065,0.000907,0.015851,2.39741
407,1189884738196,1189887087925,1189887089443,1189887113830,2.34973,0.001518,0.024387,2.37563
408,1189917995221,1189920528493,1189920529863,1189920543584,2.53327,0.00137,0.013721,2.54836
409,1189952097411,1189955366835,1189955368928,1189955389741,3.26942,0.002093,0.020813,3.29233
410,1189984715090,1189987048283,1189987049894,1189987067226,2.33319,0.001611,0.017332,2.35214
411,1190017999373,1190020393672,1190020395172,1190020410745,2.3943,0.0015,0.015573,2.41137
412,1190051302969,1190053680658,1190053682084,1190053696083,2.37769,0.001426,0.013999,2.39311
413,1190084622471,1190086982643,1190086983643,1190086997197,2.36017,0.001,0.013554,2.37473
414,1190117947028,1190120434877,1190120436062,1190120448561,2.48785,0.001185,0.012499,2.50153
415,1190151266049,1190153654978,1190153656052,1190153671125,2.38893,0.001074,0.015073,2.40508
416,1190184617530,1190187022033,1190187023681,1190187041420,2.4045,0.001648,0.017739,2.42389
417,1190217910293,1190220311796,1190220312796,1190220324425,2.4015,0.001,0.011629,2.41413
418,1190251271071,1190253661537,1190253662759,1190253678499,2.39047,0.001222,0.01574,2.40743
419,1190284568278,1190286940375,1190286941764,1190286956893,2.3721,0.001389,0.015129,2.38862
420,1190317885114,1190320431532,1190320432829,1190320445939,2.54642,0.001297,0.01311,2.56082
421,1190351215615,1190353599082,1190353600082,1190353614470,2.38347,0.001,0.014388,2.39886
422,1190384544302,1190386948564,1190386949582,1190386964118,2.40426,0.001018,0.014536,2.41982
423,1190417860749,1190420271584,1190420273139,1190420287490,2.41084,0.001555,0.014351,2.42674
424,1190451191009,1190453585901,1190453587623,1190453601067,2.39489,0.001722,0.013444,2.41006
425,1190484504938,1190486860740,1190486862018,1190486878776,2.3558,0.001278,0.016758,2.37384
426,1190517888750,1190520347416,1190520348934,1190520362730,2.45867,0.001518,0.013796,2.47398
427,1190551241861,1190553620106,1190553621199,1190553634716,2.37825,0.001093,0.013517,2.39285
428,1190584549475,1190586894945,1190586896278,1190586910962,2.34547,0.001333,0.014684,2.36149
429,1190617890754,1190620273443,1190620274591,1190620287701,2.38269,0.001148,0.01311,2.39695
430,1190651269215,1190653670792,1190653672829,1190653691235,2.40158,0.002037,0.018406,2.42202
431,1190684582940,1190686991349,1190686993757,1190687013366,2.40841,0.002408,0.019609,2.43043
432,1190717814911,1190720184360,1190720185934,1190720203452,2.36945,0.001574,0.017518,2.38854
433,1190751181077,1190753564988,1190753565803,1190753579820,2.38391,0.000815,0.014017,2.39874
434,1190784535650,1190786895193,1190786896248,1190786909414,2.35954,0.001055,0.013166,2.37376
435,1190817800062,1190820210100,1190820211397,1190820225229,2.41004,0.001297,0.013832,2.42517
436,1190851179205,1190853534525,1190853535599,1190853549617,2.35532,0.001074,0.014018,2.37041
437,1190884460966,1190886851377,1190886853284,1190886872783,2.39041,0.001907,0.019499,2.41182
438,1190917815833,1190920214873,1190920216151,1190920228742,2.39904,0.001278,0.012591,2.41291
439,1190952034216,1190955298270,1190955300215,1190955321195,3.26405,0.001945,0.02098,3.28698
440,1190984461572,1190986854668,1190986856205,1190986874019,2.3931,0.001537,0.017814,2.41245
441,1191017780553,1191020164149,1191020165298,1191020180574,2.3836,0.001149,0.015276,2.40002
442,1191051105608,1191053487741,1191053488815,1191053503296,2.38213,0.001074,0.014481,2.39769
443,1191084431181,1191086847923,1191086848682,1191086861700,2.41674,0.000759,0.013018,2.43052
444,1191117708887,1191120114185,1191120115778,1191120135202,2.4053,0.001593,0.019424,2.42632
445,1191151077253,1191153540677,1191153541659,1191153555435,2.46342,0.000982,0.013776,2.47818
446,1191184388827,1191186722890,1191186723871,1191186738907,2.33406,0.000981,0.015036,2.35008
447,1191217728121,1191220153863,1191220154881,1191220166973,2.42574,0.001018,0.012092,2.43885
448,1191251031918,1191253412866,1191253413866,1191253429143,2.38095,0.001,0.015277,2.39723
449,1191284387322,1191286782084,1191286783177,1191286796991,2.39476,0.001093,0.013814,2.40967
450,1191317674898,1191320098047,1191320099213,1191320110305,2.42315,0.001166,0.011092,2.43541
451,1191351058208,1191353506614,1191353507410,1191353520002,2.44841,0.000796,0.012592,2.46179
452,1191384324970,1191386716510,1191386717325,1191386729453,2.39154,0.000815,0.012128,2.40448
453,1191417696651,1191420109338,1191420110912,1191420122855,2.41269,0.001574,0.011943,2.4262
454,1191451009354,1191453468853,1191453469982,1191453482204,2.4595,0.001129,0.012222,2.47285
455,1191484326798,1191486721171,1191486722431,1191486734948,2.39437,0.00126,0.012517,2.40815
456,1191517613485,1191520011469,1191520012784,1191520025172,2.39798,0.001315,0.012388,2.41169
457,1191550972222,1191553377873,1191553379076,1191553390946,2.40565,0.001203,0.01187,2.41872
458,1191584240558,1191586659115,1191586660004,1191586673651,2.41856,0.000889,0.013647,2.43309
459,1191617606092,1191620012242,1191620013168,1191620027037,2.40615,0.000926,0.013869,2.42095
460,1191651043231,1191653599093,1191653601001,1191653620444,2.55586,0.001908,0.019443,2.57721
461,1191684302605,1191686759233,1191686760881,1191686780713,2.45663,0.001648,0.019832,2.47811
462,1191717546183,1191719923743,1191719924817,1191719937409,2.37756,0.001074,0.012592,2.39123
463,1191750923512,1191753347143,1191753348272,1191753361697,2.42363,0.001129,0.013425,2.43818
464,1191784197237,1191786579481,1191786580407,1191786597221,2.38224,0.000926,0.016814,2.39998
465,1191817565768,1191819928347,1191819929347,1191819943494,2.36258,0.001,0.014147,2.37773
466,1191850904670,1191853346799,1191853347873,1191853359613,2.44213,0.001074,0.01174,2.45494
467,1191884235036,1191886581117,1191886582487,1191886599838,2.34608,0.00137,0.017351,2.3648
468,1191917494593,1191919897761,1191919898965,1191919913205,2.40317,0.001204,0.01424,2.41861
469,1191951985750,1191955200992,1191955202733,1191955221547,3.21524,0.001741,0.018814,3.2358
470,1191984210210,1191986736185,1191986738463,1191986756295,2.52597,0.002278,0.017832,2.54609
471,1192017614886,1192019965132,1192019966188,1192019985168,2.35025,0.001056,0.01898,2.37028
472,1192050856758,1192053223892,1192053225226,1192053237965,2.36713,0.001334,0.012739,2.38121
473,1192084124980,1192086505354,1192086506410,1192086520557,2.38037,0.001056,0.014147,2.39558
474,1192117484085,1192119832443,1192119833480,1192119847164,2.34836,0.001037,0.013684,2.36308
475,1192150768566,1192153154087,1192153155161,1192153167568,2.38552,0.001074,0.012407,2.399
476,1192184138892,1192186670608,1192186671756,1192186686773,2.53172,0.001148,0.015017,2.54788
477,1192217571399,1192219941200,1192219942718,1192219959347,2.3698,0.001518,0.016629,2.38795
478,1192250785625,1192253174017,1192253175258,1192253188572,2.38839,0.001241,0.013314,2.40295
479,1192284114195,1192286489051,1192286490051,1192286503513,2.37486,0.001,0.013462,2.38932
480,1192317392380,1192319776605,1192319777679,1192319793364,2.38422,0.001074,0.015685,2.40098
481,1192350755447,1192353169319,1192353170560,1192353189151,2.41387,0.001241,0.018591,2.4337
482,1192384030336,1192386590827,1192386592160,1192386604789,2.56049,0.001333,0.012629,2.57445
483,1192417451362,1192419848661,1192419849957,1192419863531,2.3973,0.001296,0.013574,2.41217
484,1192450706363,1192453059128,1192453060313,1192453071850,2.35277,0.001185,0.011537,2.36549
485,1192484069986,1192486464119,1192486465600,1192486478988,2.39413,0.001481,0.013388,2.409
486,1192517353578,1192519703436,1192519704750,1192519719249,2.34986,0.001314,0.014499,2.36567
487,1192550726330,1192553105056,1192553106334,1192553125592,2.37873,0.001278,0.019258,2.39926
488,1192583997108,1192586510288,1192586511343,1192586523601,2.51318,0.001055,0.012258,2.52649
489,1192617422634,1192619776862,1192619777621,1192619789157,2.35423,0.000759,0.011536,2.36652
490,1192650915137,1192653333786,1192653334898,1192653352415,2.41865,0.001112,0.017517,2.43728
491,1192684050239,1192686443945,1192686446019,1192686466925,2.39371,0.002074,0.020906,2.41669
492,1192717298111,1192719653820,1192719655190,1192719670893,2.35571,0.00137,0.015703,2.37278
493,1192750661234,1192753040627,1192753041386,1192753053218,2.37939,0.000759,0.011832,2.39198
494,1192783947807,1192786469375,1192786470801,1192786482689,2.52157,0.001426,0.011888,2.53488
495,1192817318261,1192819711263,1192819712689,1192819726225,2.393,0.001426,0.013536,2.40796
496,1192850613071,1192852998315,1192852999222,1192853013258,2.38524,0.000907,0.014036,2.40019
497,1192883985802,1192886339122,1192886341085,1192886355621,2.35332,0.001963,0.014536,2.36982
498,1192917248077,1192919583232,1192919584343,1192919599027,2.33515,0.001111,0.014684,2.35095
499,1192951980733,1192955309301,1192955311097,1192955332596,3.32857,0.001796,0.021499,3.35186
500,1192983952764,1192986458055,1192986460147,1192986477035,2.50529,0.002092,0.016888,2.52427
501,1193017217428,1193019590469,1193019592006,1193019609523,2.37304,0.001537,0.017517,2.39209
502,1193050674431,1193053083062,1193053084321,1193053098616,2.40863,0.001259,0.014295,2.42419
503,1193083864156,1193086269620,1193086270916,1193086284360,2.40546,0.001296,0.013444,2.4202
504,1193117232238,1193119605594,1193119606520,1193119618130,2.37336,0.000926,0.01161,2.38589
505,1193150508550,1193152917089,1193152918274,1193152930236,2.40854,0.001185,0.011962,2.42169
506,1193183874763,1193186282320,1193186283783,1193186297245,2.40756,0.001463,0.013462,2.42248
507,1193217158907,1193219667883,1193219668642,1193219681438,2.50898,0.000759,0.012796,2.52253
508,1193250604614,1193252987284,1193252988210,1193252999839,2.38267,0.000926,0.011629,2.39522
509,1193283848187,1193286197156,1193286198045,1193286210655,2.34897,0.000889,0.01261,2.36247
510,1193317140220,1193319492429,1193319493447,1193319507539,2.35221,0.001018,0.014092,2.36732
511,1193350493304,1193352863604,1193352864456,1193352876326,2.3703,0.000852,0.01187,2.38302
512,1193383776819,1193386183654,1193386184320,1193386201189,2.40684,0.000666,0.016869,2.42437
513,1193417146253,1193419675284,1193419676265,1193419687524,2.52903,0.000981,0.011259,2.54127
514,1193450604756,1193452981871,1193452983093,1193452992889,2.37711,0.001222,0.009796,2.38813
515,1193483733096,1193486153245,1193486154153,1193486165707,2.42015,0.000908,0.011554,2.43261
516,1193517111290,1193519475831,1193519476739,1193519487849,2.36454,0.000908,0.01111,2.37656
517,1193550379509,1193552755735,1193552756679,1193552766938,2.37623,0.000944,0.010259,2.38743
518,1193583745481,1193586150057,1193586150798,1193586167278,2.40458,0.000741,0.01648,2.4218
519,1193617028570,1193619536342,1193619537398,1193619547712,2.50777,0.001056,0.010314,2.51914
520,1193650738741,1193653260549,1193653261994,1193653277937,2.52181,0.001445,0.015943,2.5392
521,1193683732090,1193686140073,1193686142425,1193686161886,2.40798,0.002352,0.019461,2.4298
522,1193717065009,1193719403052,1193719404145,1193719420347,2.33804,0.001093,0.016202,2.35534
523,1193750334117,1193752680086,1193752681215,1193752694677,2.34597,0.001129,0.013462,2.36056
524,1193783720365,1193786070149,1193786071241,1193786082241,2.34978,0.001092,0.011,2.36188
525,1193817000896,1193819361123,1193819362123,1193819374734,2.36023,0.001,0.012611,2.37384
526,1193850446638,1193852813438,1193852814642,1193852827030,2.3668,0.001204,0.012388,2.38039
527,1193883682431,1193886039510,1193886041454,1193886056453,2.35708,0.001944,0.014999,2.37402
528,1193917027939,1193919442625,1193919443865,1193919457790,2.41469,0.00124,0.013925,2.42985
529,1193951869566,1193955095011,1193955096863,1193955113103,3.22545,0.001852,0.01624,3.24354
530,1193983689493,1193986041535,1193986043517,1193986058738,2.35204,0.001982,0.015221,2.36924
531,1194016973246,1194019340991,1194019342268,1194019355230,2.36775,0.001277,0.012962,2.38198
532,1194050337900,1194052696257,1194052697646,1194052713941,2.35836,0.001389,0.016295,2.37604
533,1194083601691,1194085957363,1194085958493,1194085973121,2.35567,0.00113,0.014628,2.37143
534,1194116976086,1194119365144,1194119366237,1194119380551,2.38906,0.001093,0.014314,2.40447
535,1194150241599,1194152595308,1194152596493,1194152609696,2.35371,0.001185,0.013203,2.3681
536,1194183617123,1194186032161,1194186033291,1194186047419,2.41504,0.00113,0.014128,2.4303
537,1194216910505,1194219364225,1194219365244,1194219378965,2.45372,0.001019,0.013721,2.46846
538,1194250313231,1194252692253,1194252693493,1194252706307,2.37902,0.00124,0.012814,2.39308
539,1194283632259,1194286051611,1194286052500,1194286067018,2.41935,0.000889,0.014518,2.43476
540,1194316872792,1194319214743,1194319216002,1194319231427,2.34195,0.001259,0.015425,2.35864
541,1194350238780,1194352635838,1194352637060,1194352649689,2.39706,0.001222,0.012629,2.41091
542,1194383505738,1194385864761,1194385865742,1194385878945,2.35902,0.000981,0.013203,2.37321
543,1194416895853,1194419345093,1194419346648,1194419358036,2.44924,0.001555,0.011388,2.46218
544,1194450170107,1194452697896,1194452699433,1194452711821,2.52779,0.001537,0.012388,2.54171
545,1194483637995,1194486015961,1194486016776,1194486027294,2.37797,0.000815,0.010518,2.3893
546,1194516798867,1194519164556,1194519165704,1194519180333,2.36569,0.001148,0.014629,2.38147
547,1194550173243,1194552567708,1194552568838,1194552580226,2.39446,0.00113,0.011388,2.40698
548,1194583444182,1194585862349,1194585863405,1194585875811,2.41817,0.001056,0.012406,2.43163
549,1194616816854,1194619161008,1194619161749,1194619172748,2.34415,0.000741,0.010999,2.35589
550,1194650396624,1194653109326,1194653111585,1194653129714,2.7127,0.002259,0.018129,2.73309
551,1194683615362,1194686019586,1194686021290,1194686045899,2.40422,0.001704,0.024609,2.43054
552,1194716767068,1194719105426,1194719106426,1194719121555,2.33836,0.001,0.015129,2.35449
553,1194750130927,1194752484191,1194752485450,1194752497690,2.35326,0.001259,0.01224,2.36676
554,1194783408069,1194785799479,1194785800608,1194785813329,2.39141,0.001129,0.012721,2.40526
555,1194816788275,1194819183111,1194819184203,1194819197980,2.39484,0.001092,0.013777,2.40971
556,1194850076155,1194852649774,1194852650644,1194852663347,2.57362,0.00087,0.012703,2.58719
557,1194883498154,1194885864862,1194885866751,1194885883972,2.36671,0.001889,0.017221,2.38582
558,1194916717575,1194919072358,1194919073561,1194919085468,2.35478,0.001203,0.011907,2.36789
559,1194951874863,1194955190469,1194955192524,1194955221133,3.31561,0.002055,0.028609,3.34627
560,1194983421251,1194985804680,1194985806717,1194985826474,2.38343,0.002037,0.019757,2.40522
561,1195016707723,1195019088726,1195019089967,1195019113428,2.381,0.001241,0.023461,2.40571
562,1195050114261,1195052515188,1195052516188,1195052529521,2.40093,0.001,0.013333,2.41526
563,1195083354014,1195085704371,1195085705222,1195085719184,2.35036,0.000851,0.013962,2.36517
564,1195116708777,1195119067189,1195119068133,1195119081577,2.35841,0.000944,0.013444,2.3728
565,1195149986287,1195152329496,1195152330329,1195152342754,2.34321,0.000833,0.012425,2.35647
566,1195183348753,1195185706499,1195185707665,1195185719535,2.35775,0.001166,0.01187,2.37078
567,1195216632263,1195218972972,1195218973935,1195218987156,2.34071,0.000963,0.013221,2.35489
568,1195250020690,1195252391102,1195252392305,1195252403786,2.37041,0.001203,0.011481,2.3831
569,1195283277220,1195285630966,1195285631984,1195285644502,2.35375,0.001018,0.012518,2.36728
570,1195316654482,1195319014190,1195319015153,1195319028208,2.35971,0.000963,0.013055,2.37373
571,1195349905345,1195352281071,1195352281849,1195352292366,2.37573,0.000778,0.010517,2.38702
572,1195383263738,1195385605522,1195385606207,1195385617280,2.34178,0.000685,0.011073,2.35354
573,1195416552192,1195418897234,1195418898308,1195418909159,2.34504,0.001074,0.010851,2.35697
574,1195449966414,1195452355157,1195452356416,1195452367601,2.38874,0.001259,0.011185,2.40119
575,1195483194371,1195485557913,1195485558820,1195485570116,2.36354,0.000907,0.011296,2.37575
576,1195516576966,1195518923324,1195518924324,1195518939823,2.34636,0.001,0.015499,2.36286
577,1195549887474,1195552275939,1195552277013,1195552288087,2.38847,0.001074,0.011074,2.40061
578,1195583254773,1195585687310,1195585688273,1195585701476,2.43254,0.000963,0.013203,2.4467
579,1195616506044,1195618857845,1195618858790,1195618870585,2.3518,0.000945,0.011795,2.36454
580,1195650200803,1195652736703,1195652739073,1195652756368,2.5359,0.00237,0.017295,2.55557
581,1195683207794,1195685624072,1195685625720,1195685644349,2.41628,0.001648,0.018629,2.43655
582,1195716569983,1195718902212,1195718904230,1195718919951,2.33223,0.002018,0.015721,2.34997
583,1195749834086,1195752219404,1195752220681,1195752234217,2.38532,0.001277,0.013536,2.40013
584,1195783198404,1195785599610,1195785600684,1195785613535,2.40121,0.001074,0.012851,2.41513
585,1195816472727,1195818802030,1195818802974,1195818817010,2.3293,0.000944,0.014036,2.34428
586,1195849903890,1195852284782,1195852285967,1195852299373,2.38089,0.001185,0.013406,2.39548
587,1195883145992,1195885512755,1195885514625,1195885530679,2.36676,0.00187,0.016054,2.38469
588,1195916474458,1195918820667,1195918821759,1195918834296,2.34621,0.001092,0.012537,2.35984
589,1195951739884,1195955233699,1195955234958,1195955259790,3.49382,0.001259,0.024832,3.51991
590,1195983163592,1195985497672,1195985498746,1195985513782,2.33408,0.001074,0.015036,2.35019
591,1196016423434,1196018805677,1196018807103,1196018823546,2.38224,0.001426,0.016443,2.40011
592,1196049816821,1196052171085,1196052172289,1196052186140,2.35426,0.001204,0.013851,2.36932
593,1196083069793,1196085480109,1196085481146,1196085496256,2.41032,0.001037,0.01511,2.42646
594,1196116473199,1196118841591,1196118842350,1196118857220,2.36839,0.000759,0.01487,2.38402
595,1196149719319,1196152086545,1196152087656,1196152101414,2.36723,0.001111,0.013758,2.3821
596,1196183102466,1196185495468,1196185496265,1196185530651,2.393,0.000797,0.034386,2.42819
597,1196216366715,1196218763328,1196218764235,1196218779456,2.39661,0.000907,0.015221,2.41274
598,1196249798470,1196252167622,1196252169233,1196252184251,2.36915,0.001611,0.015018,2.38578
599,1196283022074,1196285430612,1196285431519,1196285444000,2.40854,0.000907,0.012481,2.42193
600,1196316397592,1196318758300,1196318759189,1196318774929,2.36071,0.000889,0.01574,2.37734
601,1196349659934,1196352029104,1196352030030,1196352043899,2.36917,0.000926,0.013869,2.38396
